Week_Start,Reported_Category,Store_Type,Reported_Retailer,Competitor_Volume,Competitor_Sales
2025-12-29,F&B - Bev,Hypermarket,The Giant Store,1016,3184.8
2025-05-26,Liquid Refreshment,Hypermarket,MegaMart,2509,4615.74
2025-06-23,Bevs,Hypermarket,megamart inc.,1669,7838.89
2024-08-12,bEVERAGE,Supermarket,FreshGzocer LLC,3398,15943.1
2025-11-24,Bevs,Hypermarket,Giant,1316,6840.76
2026-04-20,Beverage,Hypermarket,tHE gIANT sTORE,2202,13899.72
2026-03-09,Bitzs,Hypermarket,Geant Corp,4323,14630.84
2024-11-25,Liquid Refreshment,Convenience,Quick-Stop,4445,9518.1
2025-03-10,Beverage,Hypermarket,MegaMart Supercenters,1895,3178.09
2026-06-15,snack,Convenience,CornerStore,1688,9091.72
2025-12-01,dRINKS,Online,WebCart,4825,11881.12
2024-12-09,Beverages,Supermarket,FreshGrocer LLC,2646,11020.01
2026-01-19,Liquid Refreshment,Convenience,qUICKsTOP,2086,4312.18
2026-01-05,Szack,Hypermarket,The Giant Store,2482,4343.4
2025-09-01,Snack,Convenience,Corner Store,1918,7957.91
2025-03-24,Drinks,Convenience,QUICKSTOP CONVENIENCE,1094,1980.04
2024-07-29,BEVS,Hypermarket,Giant Store,4330,6930.65
2025-08-11,Snacks,Supermarket,Fresh Gr,1170,1851.27
2026-03-23,drinks,Online,prims pantry,3985,11316.47
2024-12-30,sNACKS,Convenience,The Corner Store,1555,6303.64
2025-04-14,packaged snacks,Hypermarket,Giant etore,1740,6523.87
2025-01-06,Liquid Refreshment,Supermarket,Fresh Gr,1040,5921.16
2025-09-08,Bites,Online,PrimePantry Delivery,1292,6323.08
2025-02-17,Packaged Snacks,Online,WebCart.com,4747,11754.48
2025-06-23,LIQUID REFRESHMENT,Supermarket,fresh grocer,4971,10547.59
2026-02-02,snack,Hypermarket,MegaMart Inc.,4515,23262.5
2026-03-30,Snack,Hypermarket,The Giant Store,3575,6730.57
2026-05-04,SNACKS,Hypermarket,GiantStore,2208,6912.12
2026-02-02,Snacks,Supermarket,Fresh Grocer,3226,10733.27
2025-03-17,F&B - Snacks,Supermarket,Fresh Gr,4290,13902.08
2026-05-18,Liquid Refreshment,Online,WebCart Online,2411,13004.97
2024-10-28,Bevs,Supermarket,DailyShop Local,1894,8868.32
2024-03-11,bEVERAGE,Convenience,cornerstere inc,1801,8770.49
2024-06-17,BITxS,Convenience,quickstop convenience,4352,22445.56
2026-02-02,Bites,Hypermarket,Giant Corp,3921,14863.88
2025-05-12,Beverages,Supermarket,Fresh Grocer,4493,24237.88
2024-12-09,sNACK,Hypermarket,MegaMart Supercenters,3291,9859.16
2024-04-08,F&B - Bev,Supermarket,fRESHgROCER llc,1568,10082.13
2024-08-12,F&B - Snacks,Hypermarket,GiantStore,3226,19606.98
2025-04-28,f&b - sNACKS,Online,PrimePantry Delivery,1957,5906.94
2026-04-06,Snacks,Hypermarket,The Giant Store,3581,16052.56
2024-06-17,bevs,Online,WebCart.com,4493,11612.31
2025-03-24,Seack,Hypermarket,Mega Mart,3542,19832.76
2025-10-27,Beverage,Hypermarket,GIANTSTORE,4183,20729.38
2025-02-24,PACKAGED SNACKS,Convenience,QuickStop Convenience,4947,19773.92
2025-03-17,F&B - Snacks,Online,pRIMEpANTRY dELIVERY,2002,6663.65
2026-06-15,Bites,Supermarket,FreshGrocer,2225,9966.92
2025-08-04,Bites,Online,WebCart,2829,16055.76
2024-05-13,f&b - bEV,Hypermarket,GiantStore,4641,26362.65
2025-03-24,sNACKS,Supermarket,FRESH GR,2968,16286.45
2024-03-11,Bsverage,Hypermarket,Gient,2571,15898.73
2025-10-27,bEVERAGES,Online,WebCart.com,1121,4678.47
2024-05-20,Liquid Refreshment,Convenience,czrnerstore,2317,13136.6
2026-05-25,bITES,Online,Prime Pantry,4909,7996.92
2024-02-26,Beverages,Online,WsbCart.com,4841,25990.7
2024-04-15,Beverage,Supermarket,freshgrocer,1595,5204.35
2024-06-17,F&B - Bev,Hypermarket,MegaMart,2601,4911.06
2024-09-09,Drinks,Hypermarket,MMart,4803,29819.41
2026-06-08,Packaged Snacks,Supermarket,DailyShop Local,3245,13512.8
2024-08-05,F&B - SNACKS,Supermarket,dailyshop,1013,4591.73
2024-03-04,BITES,Supermarket,DailyShop Local,2182,10605.61
2024-09-02,Bites,Convenience,The Corner Store,3442,19124.46
2024-05-13,Snacks,Hypermarket,gIANT cORP,1490,9587.53
2026-01-12,LIQUID REFRESHMENT,Convenience,corner store,1007,2298.36
2024-10-28,F&B - Snacks,Convenience,Quick Stop,3056,7003.98
2024-08-12,PACKAGED SNACKS,Supermarket,DailyShop Local,4228,13849.23
2025-05-12,Bites,Online,Web Cart,2087,12977.06
2024-07-22,F&B - Snacks,Supermarket,Daily Shop,1650,6524.98
2026-04-06,Beverages,Hypermarket,GiantStore,4449,27892.6
2024-11-04,Beverages,Hypermarket,MegaMast,1783,4021.6
2025-11-24,bites,Convenience,The Corner Store,3759,6392.7
2026-02-02,bEVERAGE,Convenience,CORNER STORE,1806,8914.31
2024-09-16,Beverage,Hypermarket,mEGAmART iNC.,4810,29634.76
2024-05-20,Bevs,Convenience,Quick Stop,2170,7668.55
2025-08-11,Drinks,Online,PrimePantry Delivery,3290,7012.68
2024-02-05,snack,Hypermarket,MsGA MART,2973,6444.59
2025-04-07,F&B - Snaeks,Hypermarket,MEGAMART INC.,2590,12732.7
2024-08-12,liquid refressment,Convenience,Quick-Stop,4726,17912.89
2025-02-10,snacks,Hypermarket,Giant,3801,16744.77
2024-08-19,Liquid Refreshment,Hypermarket,MEGA MART,4418,18115.95
2024-05-20,DRINKS,Online,WebCart,3253,15750.15
2024-10-21,Drinks,Online,PrimePantry Delivery,2357,5114.49
2025-08-04,Drinks,Supermarket,Daily Shop,3238,6247.18
2024-04-08,dRINKS,Convenience,cornerstore,1100,3577.55
2025-12-29,beverage,Online,WebCart.com,2227,6005.18
2025-06-02,pACKAGED sNACKS,Online,WebCart.com,4420,12826.38
2024-08-19,PACKAGED SNACKS,Supermarket,Daily Shop,4815,10526.04
2026-03-23,F&B - Bev,Supermarket,fresh grocer,2811,14198.8
2025-07-28,Liquid Refreshment,Convenience,CornerStore,1408,6616.68
2025-06-02,Bites,Supermarket,Daily-Shop,3797,24492.92
2026-03-02,Liquid Refreshment,Online,Web xart,4034,17771.69
2025-11-17,BEVERAGE,Hypermarket,gIANT sTORE,1515,2394.83
2024-02-05,F&B - Snacks,Supermarket,daily-shop,2583,13373.15
2024-07-29,F&B - Snacas,Hypermarket,The Giant Store,4834,8521.58
2026-05-04,Beverages,Supermarket,FRESHGROCER LLC,1408,6949.62
2026-03-16,Drinks,Online,PrimePantry Delivery,2281,4016.57
2025-01-20,Drinks,Supermarket,Dsily Shop,4214,22457.19
2024-11-04,F&B - Bev,Hypermarket,gIANT sTOzE,1881,4334.76
2024-07-08,Snack,Hypermarket,MMart,2306,4824.8
2025-05-19,F&B - Szacks,Supermarket,FreshGrocer,3391,21826.13
2024-03-25,sNeCKS,Convenience,Quick Stop,4942,17671.2
2024-10-07,Drinks,Online,pRIME pNTRY,2053,7205.26
2025-10-20,Beverages,Convenience,The Corner Store,3240,8551.59
2025-08-25,Beverages,Online,PrimePantry Delivery,2124,4517.35
2024-04-29,F&B - Bev,Supermarket,freshgrocer,3069,9983.61
2025-04-14,Bites,Convenience,CornerStore,3874,16794.75
2024-02-19,bITES,Hypermarket,The Giant Store,4732,29479.78
2024-07-22,F&B - SNACKS,Hypermarket,GIANT,4762,11303.04
2025-07-14,beverages,Convenience,qUICK-sTOP,1445,8885.15
2025-02-24,F&B - Bev,Convenience,CornerStore Inc,3707,21555.63
2024-09-16,dRINKS,Supermarket,Fresh Gr,3552,10870.47
2024-05-06,sNsCKS,Convenience,CORNER STORE,3842,16568.95
2025-12-22,f&b - bEV,Supermarket,fRESH gROCER,1948,8649.46
2025-11-03,Drinks,Convenience,QuickStop,1152,6021.27
2026-06-01,Bevs,Hypermarket,mmart,2628,5467.02
2026-02-09,sNACK,Hypermarket,Giant Corp,3567,8061.3
2024-09-30,Beverages,Online,PrimePantry Delivery,1715,6350.19
2026-06-15,F&B - Snacks,Hypermarket,gIANTsTORE,1500,3499.25
2025-02-24,Lisuid Refreshment,Supermarket,Daily-Seop,2860,11839.19
2024-01-08,Packaged Snacks,Convenience,CornerStore,2094,10763.2
2026-03-16,beverages,Hypermarket,Giant Corp,4891,27353.66
2024-05-13,Ssack,Online,Prime Pntry,4965,19615.59
2024-04-15,Drinks,Online,wEB cART,3887,22968.23
2026-03-09,sNACK,Hypermarket,MegaMart,4780,22674.48
2026-02-16,BITES,Hypermarket,GIANT STORE,3520,7497.42
2024-05-20,ssack,Hypermarket,MegaMart Supercenters,4730,30303.87
2024-12-02,f&b - bev,Convenience,QuickStop,1282,4435.15
2026-03-16,PACKAGED SNACKS,Supermarket,Fresh Gr,1016,3677.76
2024-09-09,Snack,Convenience,The Corner Store,1519,4835.88
2024-06-24,F&B - Bev,Online,PrimePantry,4595,10817.84
2024-03-04,Deinks,Convenience,CornerStore,3920,12935.25
2025-12-29,Drinks,Convenience,QuickStop,2924,5865.02
2025-05-26,Beverages,Supermarket,Daily Shop,2813,7984.57
2025-08-04,Bevs,Online,Prime antry,2006,7363.44
2025-05-05,Snacks,Convenience,corner store,3474,7997.79
2025-08-04,Snack,Hypermarket,gIANT,3085,12166.97
2026-05-04,F&B - Snacks,Hypermarket,Meea Mart,4369,13994.67
2024-12-09,Packaged Snacks,Convenience,CornerStore Inc,1451,6597.84
2024-09-02,Bites,Supermarket,dAILYsHOP lOCAL,3589,13752.67
2024-10-21,Snacks,Supermarket,FreshGrocer,2586,8573.15
2026-06-22,Bevs,Online,Prime Pantry,4936,25202.18
2025-06-09,Bevs,Convenience,QuickStop Convenience,4725,28124.21
2025-08-04,Snack,Supermarket,Fresh Gr,4233,18581.37
2024-09-02,F&B - Snacks,Supermarket,Fresh Grocer,2968,10671.4
2024-07-08,Beaerage,Hypermarket,mzART,1704,3578.86
2024-09-02,BEVERAGES,Supermarket,DailyShop Local,3608,5797.36
2024-06-03,bEVERAGE,Online,Prime Pantry,1702,9345.09
2024-05-27,Bites,Convenience,tHE cORNER sTORE,3884,21684.87
2024-10-14,Beverages,Online,pRIME pANTRY,2255,11835.48
2025-05-19,bEVERAGES,Convenience,corner store,4743,12791.87
2026-04-27,Bizes,Supermarket,dAILY-sHOP,2032,10062.46
2025-09-22,Bites,Supermarket,Daily-Shop,4380,12157.26
2025-05-05,Liquid Refreshment,Supermarket,FreshGrocer LLC,4729,27559.24
2025-07-14,SNACK,Hypermarket,MegaMart,3740,14766.66
2025-05-26,Bites,Online,WebCart Online,3148,16833.07
2025-03-31,Drinxs,Convenience,CornerStore,4385,12551.01
2024-05-06,Liquid Refreshment,Convenience,QuickStop,2207,5769.34
2025-11-17,Beverages,Convenience,Quick-Stop,4633,25042.04
2025-02-10,snacks,Supermarket,Daily-Shop,3893,13404.86
2026-02-02,F&B - Bev,Online,Prime Pantry,4649,14575.24
2024-10-21,Bites,Online,WebCart.com,1840,5335.07
2025-01-20,Beverage,Online,webcart.com,3196,4886.54
2024-02-19,bEVS,Hypermarket,MMart,4263,23900.22
2024-10-14,F&B - Snacks,Supermarket,Daily Shop,1111,2592.24
2025-10-13,F&B - BEV,Online,WebCart.com,2859,18513.93
2026-02-09,f&b - bev,Convenience,quickstop,2557,8316.5
2024-05-13,Drinks,Convenience,Quick-Stop,2530,7444.1
2026-04-20,Seack,Supermarket,FreshGrocer LLC,2027,5447.03
2025-12-22,drinzs,Online,WebCart.com,1006,3545.37
2025-01-13,Beverage,Hypermarket,MegaMart,1364,8561.41
2025-09-29,Beverages,Convenience,QuickStop Convenience,3318,14807.04
2024-10-28,Snack,Hypermarket,MMart,4309,16259.29
2024-11-11,sNACK,Convenience,CornerStore,3682,20340.94
2025-06-09,Snack,Online,pRIMEpANTRY,4203,9712.75
2024-07-22,BEVS,Online,WebCart,4753,18704.4
2025-04-28,Bites,Hypermarket,MegaMart Supercenters,2390,5238.44
2025-04-21,Beverage,Online,Web Cart,3130,9203.35
2024-08-05,DRINzS,Online,Prime Pntry,3456,10570.89
2024-04-15,BEVS,Convenience,CornerStere Inc,4539,7577.46
2025-11-03,Snack,Supermarket,Daily Shop,1957,6734.39
2025-02-24,PACKAGED aNACKS,Supermarket,DailyShop,2747,17007.99
2024-03-18,lIQUID rEFRESHMENT,Online,WebCart Online,2946,5873.2
2024-02-12,Snacks,Online,WebCart,2646,7404.4
2024-05-13,Beverages,Convenience,Corner Store,2620,8827.24
2024-07-01,F&B - Bev,Online,Prime Pantry,2383,14915.48
2024-04-01,Bevs,Online,PrimePantry Delivery,3803,7440.31
2024-10-28,Packaged Snacks,Online,WesCart,3349,18735.58
2024-02-12,BEVS,Hypermarket,mmART,4484,10026.62
2025-09-15,Beveragas,Online,Wes Cart,4798,30357.84
2026-05-18,Drinks,Convenience,The Corner Store,2562,15056.35
2024-12-02,PACKAGED SNACKS,Hypermarket,mEGAmART,1286,6000.65
2025-09-22,Snacks,Online,Prime Pntry,4211,12896.84
2024-11-11,Bevs,Online,WebCart.com,1383,6123.45
2025-04-14,Bezs,Supermarket,Daily Shop,2903,6755.9
2024-11-04,Snack,Online,pRIMEpANTRY,3658,20999.33
2024-12-30,Betes,Online,Prime Pntry,4973,14196.62
2024-08-26,liquid refreshment,Online,WebCart,4925,10917.88
2025-08-18,F&B - Bev,Hypermarket,tHE gIANT sTORE,4558,17422.78
2026-02-23,Beverages,Convenience,CornerStore Inc,3559,11687.86
2025-02-03,F&B - Snacks,Hypermarket,MEGA MART,4651,13221.1
2024-02-05,BEVS,Supermarket,DailyShop Local,3344,10698.83
2024-04-01,Liquid Refreshment,Convenience,The Corner Store,3857,9050.77
2024-01-08,bates,Hypermarket,Giant Store,2795,4427.61
2024-02-12,Snack,Hypermarket,Megazart Supercenters,4813,7433.79
2026-02-23,Beverage,Online,PrimePantry,4771,23155.79
2025-10-27,packaged snacks,Online,WebCart,3115,5546.87
2026-05-11,Liquid Refreshment,Supermarket,FreshGrocer LLC,4005,17523.63
2025-03-31,f&b - bEV,Hypermarket,Mega Mart,3351,20245.53
2024-12-30,Bites,Hypermarket,MegaxMart,3156,10892.01
2024-11-04,F&B - Bev,Convenience,The Corner Store,3006,11967.62
2024-01-29,Beverage,Convenience,Quick Stop,2528,12458.58
2025-11-03,Drinks,Hypermarket,GiantStore,3106,7135.69
2024-02-26,Bevs,Supermarket,FreshGrocer,2394,10839.19
2024-03-25,Bites,Online,pRIME pNTRY,4284,20377.33
2026-01-12,Drinks,Supermarket,Fresh Grocer,1255,4344.52
2025-08-04,beverages,Convenience,cORNERsTORE iNC,2562,12903.63
2024-10-21,F&B - Snacks,Supermarket,daily shop,3630,10415.71
2024-01-22,Packaged Snacks,Hypermarket,MMart,3925,24090.84
2024-10-07,Drinks,Online,WebCart.com,2435,13200.09
2024-09-02,Packaged Snacks,Hypermarket,MegaMart,1920,5082.86
2024-02-12,BEVS,Convenience,Corner Store,1324,8054.67
2025-01-06,bites,Hypermarket,gIANTsTORE,4180,24078.55
2024-10-21,beverage,Online,WebCart Online,2612,4162.83
2025-01-13,Liquid Refreshment,Supermarket,Daily Shop,3791,15338.96
2024-03-11,Drinks,Online,PRIMEPANTRY,1145,5711.84
2024-11-11,Snack,Online,primepantry delivery,1487,9189.71
2025-11-03,Bites,Hypermarket,Giant Store,3126,7023.16
2024-10-21,Beverage,Convenience,Quick Stop,1622,8412.37
2026-01-12,pACKAGED sNACKS,Supermarket,FreshGrocer LLC,4550,16865.39
2026-03-30,Snack,Supermarket,Fresh Gr,1139,3966.58
2024-05-27,Snacks,Hypermarket,The Giant Store,4434,19168.62
2026-06-15,Bevs,Supermarket,FreehGrocer,4289,16037.2
2025-08-04,F&B - Bev,Supermarket,fresh grocer,2024,6866.91
2025-09-08,F&B -sSnacks,Supermarket,Daily-Shop,2204,11913.51
2025-01-27,F&B - SNACKS,Supermarket,Daily-Shxp,4371,23304.44
2024-07-22,F&B - BEV,Online,primepantry,1307,2955.29
2026-01-26,Snack,Supermarket,FreshGrocer LLC,4960,30681.01
2024-02-19,Bevs,Convenience,CornerStore Inc,1592,6056.71
2024-01-22,Beverages,Supermarket,Daily Shop,3611,22845.66
2025-05-26,Snacks,Hypermarket,tHE gIANT sTORE,1299,5934.57
2025-08-04,F&B - Bev,Convenience,Quick Stop,2823,13409.13
2025-04-07,bzvs,Online,prime pantry,2495,10788.05
2026-05-25,drinks,Supermarket,fRESHgROCER llc,1194,5223.99
2026-03-09,F&B - Bev,Online,WebCart.csm,2080,4267.17
2024-06-17,Bevs,Online,PrimePantry Delivery,1310,3798.58
2026-01-26,Bites,Hypermarket,MegaMart Supercenters,2557,10260.8
2024-05-27,F&B - Bev,Convenience,czrnerstore,3686,19269.57
2025-11-17,Bevs,Online,WebCart.com,1231,2282.92
2024-03-04,Snack,Hypermarket,Gient Store,1299,6002.16
2024-04-29,Snack,Convenience,quick-stop,4508,18521.7
2025-05-12,Bevs,Convenience,quickstop convenience,4304,13749.71
2026-05-25,Bevs,Supermarket,Daily Shop,2487,5570.05
2025-03-24,Beverage,Hypermarket,MsART,4119,9004.22
2026-03-30,Liquid Refreshment,Convenience,Quick-Stop,1828,2827.6
2024-10-14,Beverage,Hypermarket,megamart inc.,3151,14032.18
2025-11-17,Snack,Convenience,CornerStore,4315,24553.21
2025-11-10,Beverage,Online,PrimePantry,1474,8440.96
2026-04-13,Snack,Hypermarket,Mega Mart,2336,9007.51
2025-09-29,Liquid Refreshment,Hypermarket,MMart,2264,7046.71
2025-08-25,bEVS,Hypermarket,mEGAmART sUPERCENTERS,2034,7624.42
2024-12-30,Beverage,Online,WebCart,1865,8419.75
2026-04-27,Bites,Supermarket,Fresh Grocer,1795,8116.29
2024-01-15,Snacks,Hypermarket,GianaStore,2207,5119.95
2024-03-11,Packaged Snacks,Supermarket,FreshGrocer,2192,6328.12
2025-05-19,Beverage,Supermarket,FreshGrocer,1556,7623.41
2024-09-16,Snacks,Convenience,CornerStore Inc,2414,11356.18
2024-07-01,bEVERAGE,Supermarket,Daily-Shop,4673,8398.48
2025-09-29,Packaged Snacks,Hypermarket,Giant Corp,1495,6445.8
2024-10-28,Packaged Snacks,Online,pRIME pANTRY,1176,2001.61
2026-06-01,Packaged Snacks,Convenience,The Corser Store,2844,4731.84
2025-01-20,Liquid Refreshment,Online,PRIMEPANTRY DELIVERY,3993,8727.21
2024-09-09,Bites,Online,webcart,2434,5168.7
2024-04-08,Packaged Snacks,Hypermarket,Giant,3630,20193.28
2024-11-25,F&B - Snacks,Supermarket,dAILYsHOP,1519,5745.78
2024-03-25,Bevs,Hypermarket,MzgaMart,4726,15433.5
2025-12-22,Packaged Snacks,Supermarket,freszgrocer,1586,4070.88
2024-04-08,F&B - Snacks,Online,pRIMEpANTRY,2664,4312.22
2024-09-16,F&Bz- Snacks,Supermarket,FreshGrocer LLC,1110,3600.01
2025-02-03,F&B - Snacks,Supermarket,Daily Shop,3118,18090.73
2025-10-20,Bites,Hypermarket,Giant Corp,3819,7789.77
2025-03-10,F&B - Snacks,Hypermarket,the giant stare,4313,23502.77
2024-11-04,BITES,Hypermarket,mmART,3003,17734.93
2024-05-06,Bevs,Hypermarket,the giant store,2428,13369.32
2026-02-23,F&B - SNACKS,Supermarket,DailyShop Local,4499,24742.92
2024-07-22,Snack,Supermarket,Fresh Gr,4810,17191.33
2024-11-18,F&B - Snacks,Convenience,Quick Stop,4646,16491.31
2024-03-11,Beverages,Supermarket,FreshGrocer LLC,2003,4345.47
2024-12-23,Liquid Refreshmxnt,Online,pRIMEpANTRY,3580,7765.76
2025-12-08,Liquid Refreshment,Online,WEBCART ONLINE,4097,21330.76
2026-04-13,packaged snacks,Supermarket,Fresh Gr,4673,23810.61
2024-07-15,Drinks,Convenience,QUICKSTOP CONVENIENCE,1866,7674.89
2025-02-24,Packaged Snacks,Online,Web Cart,1519,4719.12
2025-05-26,Beverage,Hypermarket,Giant Store,2827,5928.27
2025-08-04,Bites,Convenience,Quick-Stop,2332,9409.11
2025-11-24,Packaged Snacks,Supermarket,Fresh Gr,1361,5849.6
2025-09-15,beverage,Hypermarket,Giant Store,2665,7901.43
2025-02-03,F&B - Snacks,Hypermarket,GiantStore,3987,13364.71
2024-05-20,f&b - snacks,Hypermarket,Giant,3868,17318.61
2025-06-09,Snack,Convenience,Quisk-Stop,3070,8149.08
2025-05-19,pACKAGED sNACKS,Convenience,Corner Store,2056,8705.14
2025-06-30,Snack,Online,PrimePantry,2430,6581.93
2024-12-09,Bevxrages,Online,WebCart,4731,24412.74
2024-10-21,BEVS,Supermarket,DailyShop Local,4007,13573.9
2025-03-17,Bevs,Hypermarket,MegaMart,5000,29020.06
2026-06-01,Snacks,Online,PrimePantry Delivery,1074,1959.62
2025-07-28,Snack,Supermarket,FreshGrocer LeC,1050,2573.99
2025-02-24,bites,Online,PrimePantry Delivery,3058,18104.65
2026-05-11,Packaged Snacks,Hypermarket,MegaMart znc.,2334,5078.81
2026-01-26,F&B - Bev,Online,wEBsART.COM,2603,6891.65
2025-10-20,BEVERAGES,Online,PRIMEPANTRY DELIVERY,2796,7105.79
2025-01-13,packaged snacks,Online,prime pantry,2436,14905.62
2024-10-28,bites,Hypermarket,The Giant Store,3935,8371.16
2026-03-30,Liquid Refreshment,Hypermarket,mEGA mART,2045,11324.66
2025-06-23,Drinks,Convenience,QuicsStop,1203,6984.65
2026-03-09,Drinas,Convenience,The Corner Store,3663,21259.87
2026-02-23,F&B - Snacks,Supermarket,FreshGrocer LLC,2777,7788.04
2024-04-29,Bites,Online,Prime Pntry,4113,16387.56
2024-01-22,Beverages,Convenience,Quick-Stop,3033,10517.54
2025-04-28,Beverage,Supermarket,dailyshop local,2847,15726.57
2024-12-16,pACKAGED sNACKS,Hypermarket,mEGAmART,4703,9695.94
2026-03-16,F&B - Bev,Online,Web Cart,3200,20553.78
2025-03-31,Snacks,Supermarket,DailyShop,2084,4789.86
2025-04-14,Bevs,Hypermarket,MegaMart,4186,23149.93
2026-01-05,Snacks,Online,Prime Pntry,3159,12768.17
2024-03-04,f&b - snacks,Hypermarket,MegaMart Supercenters,4883,15232.42
2024-11-11,snack,Online,wEB cART,2231,6452.53
2024-03-18,F&B -eSnacks,Convenience,quickstop conaenience,2231,11316.59
2025-05-12,F&B - Snacks,Online,PrimePantry,3263,10866.64
2025-10-20,Bites,Supermarket,Daily-Shop,3215,14024.33
2024-04-08,Drinks,Hypermarket,MegaMart Supercenters,4917,13894.65
2026-04-06,Snack,Convenience,The Corner Store,3888,8087.04
2026-04-20,f&b - bev,Hypermarket,mEGAmART,4993,22947.77
2025-08-18,F&B - anacks,Supermarket,DailyShop,1630,8062.32
2025-11-10,F&B - SxACKS,Online,PrimePantry Delivery,2456,12169.82
2025-10-27,Snack,Convenience,CoanerStore Inc,3689,10848.39
2026-04-06,Bites,Supermarket,FreshGrocer LLC,3606,19769.17
2025-05-05,Bites,Supermarket,Fresh Grocer,4672,23493.37
2025-12-08,Packaged Snacks,Hypermarket,THE GIANT STORE,2162,4575.16
2024-01-22,Beverages,Convenience,CornerStore,3051,11151.17
2025-08-04,SNACKS,Hypermarket,MegaMart Supercenters,2311,10525.37
2026-02-09,Liquid Refreshment,Supermarket,Fresh Grocer,3508,16934.84
2025-02-17,Bites,Supermarket,Daily-Shop,4787,17416.53
2024-06-10,bites,Hypermarket,mega mart,4560,18082.09
2024-12-02,Bevs,Online,PrimePantry,3408,21031.23
2026-03-16,Liquid Refreshment,Hypermarket,MMart,2676,7439.21
2026-04-20,Snacks,Online,WebCart Online,4002,10560.87
2026-03-09,F&B - Bev,Convenience,QuiceStop,2354,13529.12
2024-12-09,Snacks,Online,Prime Pntry,4827,19013.09
2025-01-20,Beverages,Convenience,CornerStore Inc,4422,18773.43
2025-07-21,Drinks,Convenience,Quick-Stop,2148,3861.14
2024-03-11,Beverage,Convenience,QUICKSTOP CONVENIENCE,4865,30436.44
2026-06-08,bevs,Supermarket,Daily-Shop,2820,5639.73
2024-07-15,F&B - Bev,Supermarket,FreshGrocer LLC,4506,27319.19
2024-09-02,Snacks,Convenience,qUICK sTOP,2279,13466.86
2025-09-15,Snack,Online,WebCart Online,4532,14405.14
2026-06-01,bEVS,Supermarket,DAILYSHOP LOCAL,2817,8228.55
2024-09-30,Snack,Hypermarket,megamart supercenters,1176,5384.6
2025-03-03,Bites,Online,WebCart,1525,7713.8
2026-01-19,dRINKS,Hypermarket,MEGA MART,1935,3102.85
2026-04-27,Snacks,Hypermarket,Giant Corp,1956,5261.97
2026-01-26,Bites,Supermarket,dAILY-sHOP,3048,5116.33
2025-03-03,LIQUID REFRESHMENT,Convenience,The Corner Store,2914,5674.96
2024-11-11,Beverage,Hypermarket,Giant,1051,2538.29
2024-10-21,snacks,Convenience,Quick Stop,4252,15791.05
2026-06-15,Drinks,Convenience,cornerstore inc,2940,7345.21
2024-02-19,F&B - Bev,Online,PRIME PANTRY,1374,5624.51
2026-05-25,Liquid Refeeshment,Hypermarket,MegaMart Supercenters,3239,5683.3
2025-09-29,SNACK,Online,WebCart,3312,9030.32
2025-04-28,beverage,Hypermarket,Giant Corp,1526,8455.68
2024-12-09,PACKAGED SNACKS,Supermarket,Fresh Grocer,3642,8601.99
2026-03-02,Snack,Supermarket,Daily-Shop,3971,25137.11
2026-03-16,Beverages,Supermarket,Fresh Grocer,4251,22901.83
2025-08-11,F&B - Bev,Hypermarket,The Giant Store,3509,5288.71
2024-03-18,Bites,Convenience,CornerStore,3935,7212.92
2025-12-01,Bevs,Supermarket,DaxlyShop,4533,18505.47
2024-06-24,Packaged Snacks,Supermarket,fresh gr,4538,18486.23
2025-05-26,F&B - Snacks,Supermarket,DailyShop,2009,9655.0
2026-05-11,F&B - BEV,Convenience,qUICKsTOP,3179,9538.97
2026-01-12,Beverages,Supermarket,Daily Shop,4569,20266.59
2026-01-05,Snack,Hypermarket,MMart,1495,5931.0
2026-01-19,snacks,Hypermarket,giantstore,4849,27163.47
2024-09-02,Beverages,Hypermarket,MegaMart Inc.,3026,11702.79
2025-04-28,Drinks,Online,primepantry,2045,12531.94
2026-04-13,Beverage,Online,web cart,1003,4782.32
2024-11-25,Bites,Online,PrimePantry Delivery,4093,22123.06
2024-02-19,snack,Convenience,Quick-Stop,2614,9942.75
2025-10-06,DRINKS,Online,WebCart.com,1489,7184.28
2024-11-25,Liquid Refreshment,Supermarket,DailyShop,3171,17102.53
2025-04-21,bites,Supermarket,DAILY-SHOP,2009,4859.49
2025-02-03,F&B - Bev,Online,WebCart.com,1370,4837.7
2024-11-18,F&B - Bev,Hypermarket,MEGAMART INC.,1209,2750.83
2025-09-08,Drinks,Online,WEBCART,2892,15841.84
2025-10-06,F&B - Snacks,Supermarket,FreshGrocer LLC,2209,4573.23
2024-11-04,Liquid Refreshment,Online,WeaCart.com,2413,6480.21
2024-07-15,F&B - Bev,Supermarket,Daily Shop,2215,9531.44
2026-02-02,Beverages,Hypermarket,MegaMart Supersenters,3050,12428.72
2024-08-12,Packaged Snacks,Online,WebCart Online,2926,4810.61
2025-10-06,Beverage,Supermarket,DailyShop,1954,3883.04
2024-12-02,Snack,Online,PRIME PNTRY,3918,12879.43
2024-10-14,Snacks,Online,WEBCART ONLINE,4582,10508.97
2025-03-10,SNACK,Online,WebCart Online,4534,19320.53
2024-06-10,Bxvs,Supermarket,Daily Shop,3888,18070.17
2025-06-30,Bites,Online,WebCart,4366,12654.8
2026-01-19,f&b - snacks,Convenience,QuickStop Convenience,2696,15383.57
2024-01-29,Beverages,Hypermarket,MegaMart,3814,16612.31
