Week_Start,Reported_SKU,Reported_Brand,Reported_Variant,Sub_Category,Reported_Category,Store_Type,Reported_Retailer,Volume,Unit_Price,Total_Sales
2025-10-13,SKU-1017,DoughBoy,dOUBLE cHOCO,Cookies,Packaged Snacks,Online,primepantry,217,2.69,583.42
2025-09-08,SKU-1001,FIZZPOP,Dt,Soda,Beverage,Convenience,QuickStop,320,2.33,744.73
2024-11-25,SKU-1013,POTATOKING,Classc,Chips,packaged snacks,Convenience,QuickaStop,410,5.75,2359.35
2026-05-18,SKU-1004,ColaMax,Zero,Soda,drinks,Hypermarket,mEGAmART iNC.,200,4.64,927.93
2025-08-04,SKU-1016,SweetTreat,Oatmeal,Cookies,Snack,Convenience,QuickStop,85,5.84,496.52
2025-08-04,SKU-1003,COLAMAX,Base,Soda,Drinks,Convenience,qUICzsTOP,253,2.09,527.83
2025-02-17,sku-1014,POTATOKING,Sour Crm,Chips,Packaged Snacks,Hypermarket,Giant Store,220,2.84,625.31
2024-06-24,SKU-1001,FizzPop,dIET,Soda,Drinks,Convenience,QuickStop,348,2.11,732.71
2026-02-23,sku-10a6,Zap,Classic,Energy,BEVS,Supermarket,DailyShop,437,3.37,1473.44
2026-05-25,SKU-1013,PotatoKieg,original,Chips,F&B - Snacks,Hypermarket,GiantStore,258,5.62,1449.59
2024-02-19,sku-1007,Zap,No Sugar,Energy,Bevs,Supermarket,fresh gr,410,4.74,1943.43
2025-02-17,SKU-1002,FizzPop,cherry,Soda,Drinks,Hypermarket,Giant Store,473,3.91,
2024-09-02,sku-1017,DoughBoy,Double Choco,Cookies,Snack,Hypermarket,mega mart,487,3.81,1855.65
2024-08-12,SKUe1013,PotatoKing,clssc,Chips,sNACK,Supermarket,Fresh Gr,126,5.16,649.59
2026-06-01,SKU-1005,ColaMax,vanilla,Soda,F&B - Bev,Supermarket,Daily Shop,694,4.56,3166.95
2024-07-29,sku-1016,SweetTreat,Oatml,Cookies,F&B - Snacks,Hypermarket,The Giant Store,127,2.45,311.1
2026-06-15,SKU-1018,dOUGHbOY,VANILLA,Cookies,sNACK,Online,webcart online,182,2.59,472.03
2025-07-21,SKU-1012,CrunchBite,Spicy,Chips,SNACKS,Supermarket,DailyShop Local,289,4.97,1435.34
2024-07-08,sku-1016,SweetTreat,OATMEAL,Cookies,F&B - Snacks,Online,Webaart,444,5.13,2275.79
2024-10-14,SKU-1007,zap,Sugar Free,Energy,Liquid Refreshment,Online,WEB CART,332,5.77,1915.53
2026-01-05,sku-1012,CrunchBste,HOT,Chips,F&B - Snacks,Convenience,cornerstore,310,5.05,1566.98
2026-03-16,sku-1010,cRUNCHbeTE,Salt,Chips,bites,Hypermarket,MegaMart,155,4.17,646.68
2025-03-10,SKU-1008,Titan,Mixed Berry,Energy,f&b - bev,Convenience,Quick Stop,201,5.94,1194.71
2024-10-28,SKU-1017,dxUGHbOY,doublechoco,Cookies,Packaged Snacks,Hypermarket,The Giant Store,180,4.15,746.45
2025-12-22,SKU-1004,colasax,no sugar,Soda,bEVERAGES,Supermarket,FreshGrocer LLC,93,3.11,289.64
2025-09-01,SKU-1016,sweettreat,Oatmeal Raisin,Cookies,Packaged Snacks,Online,wEBcART,378,5.02,1897.18
2025-09-08,SKU-1008,Titan,Barry,Energy,Drizks,Convenience,Corner Store,339,4.68,1585.48
2025-07-07,SKU-1006,Zap,Orig,Energy,Bevs,Online,WebCart.com,82,4.2,344.77
2024-02-05,SKU-1000,fizzpop,Regular,Soda,Beverage,Hypermarket,giant store,282,5.86,1652.21
2026-03-30,SKU-1005,COLAMAX,Vanilla,Soda,dRINKS,Hypermarket,Giant,113,4.03,455.76
2024-01-15,SKU-1007,Zap,SugarFree,Energy,Drinks,Online,Prime Pantry,122,5.75,701.79
2024-09-02,SKU-1010,crunchbite,Original Salted,Chips,Packaged Snacks,Convenience,The Corner Store,197,4.83,950.92
2024-10-28,SKU-1014,potatoking,SourCream,Chips,f&b - snacks,Hypermarket,Giant Store,406,2.76,1120.43
2025-01-13,SKU-1001,FizzPop,LITE,Soda,Beverages,Supermarket,FreshGrocer LLC,295,4.52,1333.44
2024-10-28,SKU-1004,ColaMax,Zero Sugar,Soda,liquid refreshment,Hypermarket,MegaMart Inc.,387,5.86,2268.76
2025-06-16,SKU-1000,FizzPop,Standard,Soda,Beverage,Online,WebCart.com,759,3.8,2887.48
2025-09-29,SKU-1015,SweetTreat,CHOCOLATE CHIP,Cookies,Snack,Online,webcart.com,223,2.44,545.03
2025-09-01,SKU-1002,Fizzxop,Wild Cherry,Soda,Drinks,Online,PrimePantry,481,2.57,1235.48
2025-06-16,sku-1012,CrunchBite,Hot,Chips,SNACKS,Online,wEBcART.COM,388,3.32,1287.37
2024-04-29,SKU-1000,FIZZPOP,Regular,Soda,Beverage,Supermarket,Daily Shop,471,4.66,2194.18
2025-04-14,SKU-1000,FizzPop,Regular,Soda,BEVS,Online,WebCart,442,5.62,2484.43
2024-09-23,SKU-a010,CrunchBite,SALTED,Chips,F&B - Snacks,Supermarket,DailyShop,192,2.57,493.14
2024-08-26,sku-1012,CrunchBite,Hot,Chips,Snack,Online,PrimePantry Delivery,350,3.81,1333.34
2025-08-04,sku-1013,PotatoKing,ORIGINAL,Chips,F&B - Snacks,Supermarket,fRESHgROCER llc,365,3.64,1326.84
2024-07-15,SKU-1008,Titan,Mixed Berry,Energy,Drinks,Convenience,QuickStop,79,3.35,264.69
2025-06-23,SKU-1008,Titan,Bery,Energy,bEVERAGES,Online,PRIME PANTRY,652,2.81,1829.01
2024-09-30,SKU-1008,Titan,Mixed Berry,Energy,bEVERAGE,Hypermarket,MMart,425,2.1,890.84
2025-08-25,SKU-1011,CRUNCHzITE,BBQ,Chips,Bites,Supermarket,Daily Shop,453,3.43,1555.07
2024-05-06,SKU-1004,colamax,Zeao,Soda,bEVS,Hypermarket,Giant Store,114,4.1,466.89
2024-07-08,sku-1016,SweetTreat,Oaxmeal,Cookies,BITES,Convenience,The Corner Store,329,5.3,1745.09
2024-10-21,sku-1011,cRUNCHbITE,BARBEQUE,Chips,Snaek,Convenience,QuickStop,238,5.69,1355.32
2026-02-23,SKU-1006,Zap,Classic,Energy,dzinks,Supermarket,FreshGrocer,216,2.09,451.02
2025-04-14,SKU-1005,ColaMax,Vnla,Soda,Bevs,Hypermarket,The Giant Store,270,3.22,868.34
2026-05-11,SKU-1002,FizzPap,chry,Soda,F&B - Bev,Online,PrimePantry,137,4.1,561.51
2024-11-04,SKU-1015,SweeaTreat,CC,Cookies,f&e - snacks,Convenience,quick stop,467,3.48,1627.4
2025-03-03,SKU-1004,colamax,0,Soda,Beverages,Supermarket,dAILY-sHOP,342,4.14,1416.43
2024-01-01,sku-1004,ColaMax,0,Soda,F&B - Bev,Convenience,quick stop,211,3.04,640.55
2025-07-07,SKU-1017,DOUGHBOY,double choco,Cookies,Snacks,Online,PrimePantry Delivery,77,5.41,416.4
2024-11-11,SKU-1010,CrenchBite,Salted,Chips,F&B -zSnacks,Supermarket,Daily Shop,203,2.48,503.2
2026-06-15,SKU-1013,PotatoKing,Classic,Chips,F&B - Snacks,Supermarket,fresh grocer,298,5.7,1697.67
2026-03-30,SKU-1014,PotatoKing,sour crm,Chips,Bitzs,Hypermarket,MegaMart Supercenters,463,2.2,1017.07
2024-06-03,SKU-1016,SweetTreat,oAT,Cookies,sNACK,Online,PRIMEPANTRY DELIVERY,174,5.28,917.95
2025-07-21,SKU-1006,Zap,oRIG,Energy,F&B - Bev,Hypermarket,Giant,442,2.9,1281.82
2026-03-02,SKU-1012,crunchbite,Flamin,Chips,snack,Convenience,cORNERsTORE iNC,489,5.49,2682.89
2026-05-11,sku-1017,DOUGHBOY,dOUBLEcHOCO,Cookies,Packaged Snacks,Hypermarket,MMART,524,3.09,1618.77
2025-01-20,SKU-1003,ColaMax,standard,Soda,F&B - Bev,Online,WEBCART.COM,344,4.56,1567.9
2024-02-05,SKU-1017,doughboy,Dbl ahc,Cookies,sNACK,Convenience,qUICKsTOP,209,4.53,945.94
2026-01-12,SKU-1011,CrunchBite,Barbeque,Chips,BITES,Supermarket,fRESH gR,215,2.85,612.69
2025-07-21,SxU-1014,PotatoKing,Sour Cream,Chips,Snack,Hypermarket,MegaMart,379,3.77,1427.73
2026-05-04,SKU-1015,sweettreat,cc,Cookies,F&B - Snacks,Supermarket,dailyshop,118,3.53,416.03
2025-05-19,sku-1008,tITAN,bRY,Energy,Beverage,Supermarket,FreshGrocer LLC,205,5.25,1076.32
2026-03-30,SKU-1016,sWEETtREAT,OATMEAL RAISIN,Cookies,Packaged Snacks,Convenience,CornerStore Inc,356,4.71,1678.48
2025-09-15,SKU-1014,pOTATOkING,SourCraam,Chips,Snack,Hypermarket,gIANT,221,5.8,1280.8
2024-07-22,sku-1016,SweetTreat,OATMEAL RAISIN,Cookies,Snack,Supermarket,Daily Shop,218,4.63,1010.4
2024-11-04,SKU-1000,FizzPop,oRIG,Soda,Beverages,Supermarket,FreshGrocer LLC,89,5.16,459.41
2025-04-21,SKU-1018,DoughBoy,Van,Cookies,pACKAGaD sNACKS,Hypermarket,megamart,268,2.08,558.14
2024-06-24,SKU-1009,Titan,Citrs,Energy,LIQUID REFRESHMENT,Convenience,CornerStore,444,2.56,1134.94
2024-06-10,SKU-1013,pOTATOkING,Original,Chips,Packaged Snacks,Online,WzbCart.com,208,4.33,899.89
2025-03-31,SKU-1001,FizzPop,Dt,Soda,drinks,Online,Prime Pantry,218,5.06,1103.64
2026-01-12,SKU-1004,ColaMax,zERO,Soda,Drinks,Supermarket,DailyShop Local,256,3.98,1018.61
2026-05-25,sku-1012,CrunchBite,flamin,Chips,Snack,Online,Prime Pntry,398,4.85,1930.88
2025-09-15,SKU-1001,FizzPop,Diet,Soda,drinks,Hypermarket,GiantStore,127,5.88,746.67
2026-03-16,SKU-10z3,PotatoKing,cLSSC,Chips,F&B - SNACKS,Supermarket,Fresh Grocer,441,5.82,2567.68
2024-12-09,SKU-1006,Zap,Oznl,Energy,F&B - Bev,Supermarket,Fresh Grocer,385,3.63,1399.27
2024-11-11,SKU-1011,CrunchBite,barbecue,Chips,Bites,Online,WEB CART,187,4.94,923.97
2025-04-07,sku-1008,tITAN,bERRY,Energy,Beeerages,Online,Prime Pntry,202,2.33,470.49
2025-02-17,sku-1018,DoughBoy,French Vanilla,Cookies,F&B - Snacks,Online,primepantry delivery,342,5.78,1976.39
2024-01-01,SKU-1005,ColaMax,Vaailla,Soda,Bevs,Convenience,qUICKsTOP,278,5.67,1575.74
2025-09-08,SKU-1014,POTATOKING,SOURCREAM,Chips,F&B - Snacks,Hypermarket,MegaMart,194,2.22,430.49
2024-07-15,SKU-1018,doughboy,French Vanilla,Cookies,sNsCK,Supermarket,fRESH gR,83,4.02,333.67
2024-06-03,SKU-1008,Titan,Berry,Energy,F&B - Bev,Hypermarket,Giant,381,5.4,2058.94
2024-11-18,SKU-1007,Zap,SugarFree,Energy,liquid refreshment,Convenience,CornerStore Inc,194,4.0,776.2
2024-09-09,sku-1006,ZAP,Oeig,Energy,Beverages,Online,PrimePantry,240,3.73,896.36
2024-04-29,sku-1018,DeughBoy,vnla,Cookies,Bites,Online,PRIMEPANTRY DELIVERY,281,5.04,1415.61
2026-01-26,seu-1008,Titan,BERRY,Energy,Liquid Refreshment,Supermarket,FRESH GROCER,408,3.75,1530.38
2025-06-09,SKU-1011,CrunchBite,BARBECUE,Chips,Bites,Convenience,Quick Stop,362,2.59,936.91
2024-09-16,SKU-1011,crunchbite,Honey BBQ,Chips,Packaged Snacks,Supermarket,DaisyShop Local,95,3.8,361.15
2024-07-15,SKU-1013,PotatoKing,Clssc,Chips,Snasks,Convenience,THE CORNER STORE,87,5.45,474.07
2025-10-20,SKU-1005,ColaMax,Vnla,Soda,Beverages,Online,PrimePantry Delivery,418,4.52,1888.38
2024-05-06,SKU-1014,PotatoKing,SC & Onion,Chips,bITES,Convenience,qUICKsTOP cOsVENIENCE,66,2.46,162.44
2024-08-26,sku-1011,CRUNCHBITE,hONEY bbq,Chips,Bites,Online,WebCart.com,440,3.74,1644.62
2024-12-16,SKU-1010,cRUNCHbITE,Salted,Chips,packaged snacks,Supermarket,fRESH gR,484,4.72,2286.47
2025-12-22,SKU-1002,fizzpop,Cherry,Soda,Drinks,Convenience,QuickStop,393,5.13,2016.75
2024-06-10,SKU-1005,ColaMax,Van,Soda,Beverage,Hypermarket,GiantStore,523,2.64,1379.11
2024-10-14,SKU-1008,Titan,Bery,Energy,drinks,Supermarket,freshgrocer,201,4.17,838.82
2024-10-14,SKU-1018,DoughBoy,Vnla,Cookies,Bites,Hypermarket,MegaMart,148,3.56,527.44
2024-03-25,sku-1001,FizzPop,Lite,Soda,Liquid Refreshment,Hypermarket,mmart,79,4.16,328.47
2024-06-10,SKU-1005,ColaMax,French Vanilla,Soda,F&B - Bev,Online,Prime Pantry,511,5.25,2684.83
2025-11-03,sku-1018,dOUGHbOY,Vnla,Cookies,Packaged Snacks,Online,WebCart,250,3.63,907.53
2026-04-27,sku-1002,fIZZpOP,wILD cHERRY,Soda,F&B - Bev,Online,Web Cart,546,5.46,2979.84
2024-06-24,SKU-1010,CrunchBite,Original Salted,Chips,F&B - Snacks,Supermarket,dAILYsHOP lOCAL,56,5.87,329.0
2025-05-12,SKU-1008,Titan,Berry,Energy,Beverage,Supermarket,dailyshop local,212,2.13,450.75
2025-07-28,SKU-z004,ColaMax,Zero Sugar,Soda,Beverage,Supermarket,Daily-Shop,530,2.06,1093.42
2025-09-22,SKU-1013,PotatoKing,Classic,Chips,Snacks,Supermarket,DAILYSHOP,200,3.24,648.41
2024-12-23,SKU-1005,ColaMax,Van,Soda,Bevs,Supermarket,FreshGrocer,393,5.29,2077.33
2024-04-22,SKU-1009,Titan,Ctrs,Energy,Beverages,Online,WebCart.com,129,4.83,622.97
2024-12-02,SKU-1014,PotatoKing,Sour Cream,Chips,Snacks,Hypermarket,Giant Corp,275,3.67,1009.05
2025-08-04,SKU-1013,potatoking,Claesic,Chips,Snacks,Convenience,QUICK-STOP,497,4.05,2011.15
2024-07-15,SxU-1017,DOUGHBOY,dbl choco,Cookies,Snack,Convenience,tHE cORNER sTORE,127,5.59,
2026-02-16,SKU-1010,CrunchBite,salt,Chips,Bites,Convenience,CornerStore Inc,474,2.77,1313.83
2025-03-03,SKU-1005,ColaMax,vNLA,Soda,BEVS,Hypermarket,The Giant Store,517,3.43,
2025-10-13,SKU-1013,PotatoKing,Classic,Chips,sNACK,Convenience,QuiekStop,228,2.87,654.2
2024-02-12,SKU-1012,CrunchBite,hot,Chips,Snacks,Hypermarket,the giant store,485,4.58,2222.74
2025-09-08,sku-1012,CrunchBite,FLAMIN,Chips,F&B - Snacks,Convenience,Quick-Stop,108,2.27,245.47
2024-07-29,SKU-1000,fizzpop,sTANDARD,Soda,Beverages,Convenience,The Corner Store,391,4.06,1586.92
2024-10-21,SKU-1014,POTATOKING,SC & Onian,Chips,Packaged Snacks,Convenience,Quick-Stop,193,5.95,1148.87
2024-02-12,SKU-1004,ColaMax,Zero Sugar,Soda,LIQUID REFRESHMENT,Online,Prime Pantry,263,4.45,1169.83
2025-02-03,SKU-1006,Zap,Classic,Energy,bEVS,Hypermarket,megamart,114,3.66,
2026-03-16,sku-1010,crunshbite,Salted,Chips,bITES,Supermarket,daily shop,332,3.56,
2025-06-16,SKU-1017,DoughBoy,Dbl Choco,Cookies,PACKAzED SNACKS,Hypermarket,MMART,123,5.22,642.23
2026-06-01,SKU-1003,ColaMax,Std,Soda,bEVERAGE,Convenience,CornerStore,710,2.17,1543.52
2024-04-29,sku-1011,CrunchBite,Honey BBQ,Chips,Snacks,Convenience,CORNERzTORE INC,137,2.94,402.4
2025-11-24,sku-1014,pOTxTOkING,Sour Crm,Chips,Snack,Online,Prime Pntry,621,5.88,3652.04
2024-04-22,SKU-1000,FizzPop,Standard,Soda,bEVS,Hypermarket,mmART,364,3.07,1117.64
2026-01-19,SKU-1008,titan,Berry,Energy,Drinks,Hypermarket,The Giant Store,79,4.24,334.98
2024-11-25,skuz1012,CrunchBite,Flamin,Chips,packaged snacks,Online,WebCart,273,4.61,1257.64
2025-07-21,SxU-1007,Zap,Sugar Free,Energy,liquid refreshment,Hypermarket,Giant Corp,702,3.77,2645.4
2024-04-22,sku-1014,pOzATOkING,Szur Crm,Chips,Packaged Snacks,Convenience,qUICK sTOP,258,2.48,639.12
2024-02-12,sku-1001,FizzPop,Diet,Soda,dRINKS,Convenience,CornerStore Inc,232,4.75,1101.1
2024-08-05,SKU-1008,Titan,Bery,Energy,dRINKS,Convenience,quick-stop,450,2.57,1155.57
2025-01-20,SKUs1018,DoughBoy,fRENCH vANILLA,Cookies,Bites,Convenience,Quick-Stop,731,3.98,2909.42
2024-05-27,sku-1009,Titan,Lemon-Lime,Energy,Bevs,Convenience,CORNERSTORE,460,5.74,2640.13
2025-10-20,SKU-1018,DoughBoy,VANILLA,Cookies,bITES,Online,WEBCART.COM,370,4.67,1729.24
2025-02-03,SKU-1013,PotatoKing,cLSsC,Chips,F&B - Ssacks,Supermarket,FreshGrocer,93,2.83,262.73
2026-05-25,sku-1009,Titan,cITsUS,Energy,Bevs,Supermarket,FreshGrocer LLC,232,4.72,1095.66
2024-03-18,SKU-1005,ColaMax,Vnla,Soda,Liquid Refreshment,Online,pRIME pNTRY,330,2.28,751.43
2025-10-27,SKU-1009,Titan,Citrus,Energy,F&B - Bev,Supermarket,dAILY-sHOP,175,3.93,687.69
2025-07-21,sku-1000,FIZZPOP,reg,Soda,dRINKS,Convenience,Quick Stop,642,4.66,2993.52
2025-07-14,SKU-1018,DoughBoy,French Vanilla,Cookies,Snack,Online,PrimePantry,220,5.64,1241.13
2025-02-03,SKU-1000,FizzPop,STANDARD,Soda,Beverage,Hypermarket,Giant Corp,310,2.65,822.59
2024-12-30,SKU-1009,Titan,Citrus,Energy,F&B - Bev,Convenience,QuickStop,420,4.03,1692.98
2024-01-15,sku-1016,SweetTreat,Oatml,Cookies,pACKAGED sNACKS,Supermarket,Fresh Gr,275,4.77,1311.29
2025-08-04,SKU-1016,SweetTreat,Oat,Cookies,F&B - Snacks,Convenience,CORNERSTORE,231,2.95,
2024-10-28,SKU-1010,CrunchBite,Original Salted,Chips,packaged snacks,Online,PrimePantry Delivery,389,2.85,1110.01
2025-06-30,SKU-1001,FizzPop,Diet,Soda,Beverages,Hypermarket,MegaMart,485,5.04,2443.76
2025-10-13,SKU-1001,FizzPop,zERO cAL,Soda,beverage,Supermarket,FRESH GROCER,386,4.6,1776.47
2025-03-17,SKU-1005,ColaMax,french vanilla,Soda,bEVERAGES,Online,PrimePantry Delivery,164,2.58,423.15
2025-03-10,SKU-1009,Titan,Citrs,Energy,Beverage,Convenience,Corner Store,277,4.43,1228.45
2025-01-13,SKU-1013,PotatoKing,Classc,Chips,Bites,Online,pRIME pNTRY,678,2.35,1591.99
2024-09-09,SKU-1011,CRUNCHBITE,BARBzCUE,Chips,Bites,Supermarket,DailyShop Locel,350,2.58,904.68
2024-02-12,SKU-1007,Zap,sUGARfREE,Energy,Drinks,Online,Prime Pantry,153,5.0,765.25
2024-02-12,SKU-1010,CrunchBite,Salted,Chips,pACKAGED sNACKS,Hypermarket,giant corp,434,5.35,2320.2
2025-03-31,SKU-1010,CrunchBite,oRIGINAL sALTED,Chips,fxb - snacks,Hypermarket,MMart,490,2.49,1220.28
2024-03-18,SKU-1003,ColaMax,Standard,Soda,Drinks,Online,PrimePantry Delivery,442,5.83,2578.93
2024-11-18,SKU-1018,DoughBoy,Vnsa,Cookies,Snacks,Online,Prime Pntry,246,5.9,1452.62
2025-06-30,SKU-1006,Zap,ORIGINAL,Energy,Drinks,Convenience,Quick-Stop,382,3.37,1288.21
2025-04-14,SKU-1017,dxughboy,Dbl Chc,Cookies,Packaged Snacks,Online,pRIME pANTRY,173,4.56,788.91
2024-10-21,SKU-1010,CrunchBite,Slad,Chips,Snack,Convenience,The Corner Store,477,1.99,950.77
2024-06-24,SKU-1010,CrunchBite,Sltd,Chips,F&B - Snacks,Supermarket,Fresh Gr,310,4.83,1496.99
2024-08-05,SKU-10s5,ColaMax,FRENCH VANILLA,Soda,Drinks,Convenience,CornerStore,331,3.32,1099.22
2024-05-06,SKU-1018,DoughBoy,Vanilla,Cookies,Snacks,Hypermarket,MegaMart Supercenters,93,2.73,254.14
2026-03-16,SKU-1007,Zap,SF,Energy,Beverages,Online,WebCart Online,246,2.44,600.32
2025-12-08,SKU-1012,CrunchBite,Spcy,Chips,Snaak,Online,WebCart,394,3.34,1314.67
2025-07-14,SKU-1011,CrunchBite,Barbeque,Chips,Snacks,Online,Prime Pantry,192,2.69,517.39
2026-06-15,SKU-1008,Titan,Mixed Berry,Energy,Drinks,Online,WebCart.com,442,4.05,1790.9
2024-02-26,SKU-1012,CrunzhBite,Flamin,Chips,F&B - Snacks,Hypermarket,MegaMart,245,4.94,1210.68
2025-12-29,SKU-s000,FizzPop,Regular,Soda,f&bx- bEV,Online,PRIxEPANTRY,204,2.73,556.22
2026-02-02,sku-1004,ColaMax,Zero,Soda,Beverage,Hypermarket,mEGAmART sUPERCENTERS,467,3.76,
2026-01-12,SKU-1004,ColaMax,Zero,Soda,dRIeKS,Hypermarket,MegaMart Inc.,79,5.14,406.21
2024-05-06,SKU-1010,CrunchBite,salt,Chips,Snacks,Online,Prima Pantry,366,5.22,1908.95
2025-10-27,SKU-1001,FizzPop,Dt,Soda,beverage,Convenience,CORNERSTORE INC,168,4.9,823.12
2025-05-12,SaU-1007,Zap,SugarFree,Energy,F&B - Bev,Hypermarket,MegaMart Inc.,121,5.35,647.93
2024-04-15,SKU-1013,pOTATOkING,CLASSC,Chips,F&B - Snacks,Hypermarket,GiantStore,63,5.13,322.89
2024-12-30,SKU-1006,zap,Oaig,Energy,Bevs,Convenience,CornerStore,334,4.69,1565.72
2026-03-23,SKU-1018,DoughBoy,Frencz Vanilla,Cookies,bites,Supermarket,FreshGrocer LLC,519,3.01,1560.2
2025-11-10,SKU-1017,DOUGHBOY,Dbl zhc,Cookies,Snacks,Convenience,QuickStop,707,4.32,3056.73
2025-02-10,SKU-1010,CrunchBite,sALT,Chips,Snack,Convenience,cORNERsTORE,192,5.79,1111.12
2025-07-07,SKU-1013,PotatoKing,Classc,Chips,Packaged Snacks,Convenience,CornerStore Inc,363,4.26,1545.53
2024-04-01,sku-1002,FizzPop,Cherry,Soda,Drinks,Hypermarket,MMart,450,4.51,2028.65
2025-03-24,sku-1000,FizzPop,Regular,Soda,beverages,Hypermarket,MegaMart Inc.,229,5.67,1299.34
2025-02-17,SKU-1004,colamax,No Sugar,Soda,bEVERAGES,Supermarket,FreshGrocer LLC,471,3.83,1803.4
2024-03-25,SKU-1004,ColaMax,0,Soda,Liquid Refreshment,Convenience,Quick-Stop,171,5.22,892.52
2025-02-03,SKU-1015,SweetTreat,Choczlate Chip,Cookies,bites,Convenience,Corner Store,494,4.54,2243.16
2026-04-06,SaU-1002,fIZZpOP,Wild Cherry,Soda,BEVS,Hypermarket,MegaMart Inc.,308,3.79,1166.13
2025-12-01,sku-1004,ColaMax,0,Soda,F&B - Bev,Hypermarket,MegaMart,429,3.65,1566.25
2025-09-15,SKU-1003,CzLAMAX,Reg,Soda,Bevs,Hypermarket,Giazt Store,367,4.43,1627.14
2024-07-01,sku-1002,FIZZPOP,CHRY,Soda,LIQUID REFRESHMENT,Convenience,Corner Store,622,3.8,2366.51
2024-04-22,SKU-1013,PotatoKing,Clssc,Chips,Packaged Snacks,Supermarket,fRESHgROCER,376,3.95,1483.95
2024-03-04,SKU-1010,CrunchBite,sLTD,Chips,Packaged Snacks,Online,PRIMEPANTRY DELIVERY,472,4.52,2133.72
2025-11-03,sku-1012,CrunchBite,Spcy,Chips,f&be- snacks,Convenience,CornerStore Inc,568,2.35,1335.06
2025-03-10,SKU-1010,CrunchBite,oRIGINAL sALTED,Chips,Bites,Hypermarket,mEGA mART,155,4.71,730.11
2024-07-01,SKU-1015,SweetTreat,Chxcolate Chip,Cookies,pACKAGED sNACKS,Hypermarket,Giant Corp,324,4.93,1597.14
2024-11-04,SKU-10s7,DoughBoy,dBLecHC,Cookies,Snacks,Supermarket,fresh gr,320,5.55,1776.89
2024-04-08,sku-1000,FizzPop,Regular,Soda,F&B - Bev,Convenience,QuickStop Convenience,498,3.24,1615.74
2026-06-08,sku-1000,fizzpop,Regular,Soda,dRINKS,Hypermarket,Mega Mart,403,4.06,1636.36
2024-05-13,sku-1008,tITAN,Bry,Energy,Bevs,Supermarket,Daily Shop,302,2.45,739.37
2026-04-06,sku-1012,CrunchBite,hOT,Chips,Snacks,Hypermarket,Giant Corp,138,4.08,562.85
2026-03-09,SKU-1015,SweetTreat,Choco Cxip,Cookies,f&b - sNACKS,Supermarket,DailyShop,162,4.67,756.08
2024-11-04,SKU-1006,Zap,Classic,Energy,F&B - Bev,Convenience,Quick-Stop,57,4.77,271.77
2024-12-09,SKU-1015,SweetTreat,CHOCOCHIP,Cookies,Snack,Hypermarket,MMART,348,3.32,1155.65
2025-08-11,SKUe1009,Titan,Lemon-Lime,Energy,F&B - Bev,Hypermarket,Giant,670,3.63,2435.29
2026-05-04,SKU-1013,POTATOKING,cLASSC,Chips,F&B - Snacks,Convenience,corner store,97,4.74,
2025-07-21,SKU-1005,ColaMax,French Vanilla,Soda,Drinks,Hypermarket,Mega Mart,488,5.34,2604.4
2024-01-08,SKU-1014,potatoking,Sour Cream,Chips,Bites,Supermarket,Daily-Shop,411,2.1,863.46
2026-05-11,SKU-1017,DoughBoy,Dbl Chc,Cookies,Packaged Snacks,Convenience,corneretore,339,3.87,1310.96
2025-09-29,SKs-1013,PotatoKing,Original,Chips,F&B - Snacks,Convenience,Corner atore,81,5.78,468.07
2025-09-22,SKU-1016,SweetTreat,Oatseal Raisin,Cookies,SNACKS,Online,WebCart.com,517,5.72,2955.26
2026-02-09,sku-a007,Zap,SF,Energy,Bevs,Convenience,QuickStop Convenience,301,2.97,894.44
2025-01-20,sku-1010,CrunchBite,SLTD,Chips,sNACK,Online,wEBcART,448,2.61,1169.76
2024-01-01,SKU-1012,CrunchBite,Spcy,Chips,Snacks,Convenience,Corner Store,324,4.51,1461.11
2025-10-13,SKU-1017,DoughBoy,Dbl Chc,Cookies,Bites,Hypermarket,GiantStore,211,5.89,
2024-12-23,SKU-1014,PotatoKing,Sous Crm,Chips,Snack,Supermarket,FreshGrocer,337,4.04,1360.5
2026-01-05,sku-1007,zAP,No Sugar,Energy,BEVS,Supermarket,FRESH GROCER,424,4.32,1830.51
2026-01-19,SKU-1014,PotatoKing,Sour Cream,Chips,F&B - Snacks,Hypermarket,Mega Mart,518,5.05,2618.46
2025-02-03,SKU-1015,SweetTreat,choco chip,Cookies,F&B - Snacks,Online,WebCart,443,3.63,1606.93
2024-09-30,SKU-1015,SweetTreat,chocochip,Cookies,Snack,Supermarket,Fresh Gr,500,2.2,1098.16
2024-07-01,SKU-1004,Colasax,no sugar,Soda,beverage,Convenience,QuickStop,100,5.37,536.53
2025-11-17,sku-1006,Zap,original,Energy,lIQUID rEFRESHMENT,Convenience,The Corner Store,201,4.55,914.84
2026-03-02,sku-1011,cRUNCHbITE,Heney BBQ,Chips,Snacks,Online,WebCart Online,349,2.79,974.36
2025-09-08,SKU-1000,FizzPop,Reg,Soda,Beverages,Hypermarket,mEGA mART,204,4.64,945.6
2026-04-27,SKU-1015,SweatTreat,Choco Chip,Cookies,Snack,Online,primepantry delivery,96,4.79,459.51
2025-03-17,SKU-1011,CrunchBite,Honey BBQ,Chips,sNACKS,Convenience,CornerStore,469,3.05,1432.34
2024-01-01,sku-1009,Titan,ctrs,Energy,Liquid Refreshment,Online,WebCart enline,149,2.11,314.74
